,host_material,semiconductor_2,semiconductor_3,semiconductor_1_pct,semiconductor_2_pct,co_catalyst,co_catalyst_wt_pct,form,structure,bandgap_eV,full_catalyst,preparation_semiconductor,calcination_temp_semiconductor_C,calcination_time_semiconductor_h,preparation_photocatalyst,calcination_temp_photocatalyst_C,calcination_time_photocatalyst_h,light_type,light_source_type,light_power_W,light_power_reported,wavelength_cutoff_nm,is_xe_lamp,is_hg_lamp,is_led,is_uv,is_visible_light,catalyst_loading_g_L,catalyst_loading_mg,catalyst_loading_reported,reaction_volume_mL,glycerol_concentration_v_pct,glycerol_concentration_std,glycerol_concentration_reported,temperature_C,pH,HER_reported,HER_std_umol_g_h,DOI,source_url,paper_title,journal,year,authors,data_quality_flag,data_quality_note,confidence_HER,confidence_loading,confidence_volume,confidence_light,confidence_wavelength,confidence_pH,confidence_bandgap,metadata_completeness_score,experiment_hash,semi_bandgap_eV,semi_electron_affinity_eV,semi_dielectric,semi_crystal,semi_density,cocat_work_function,cocat_d_band_center,cocat_atomic_radius,cocat_electronegativity,cocat_price,log_HER
762,zno,zns,,58.0,,,,nanorod,,,zno/zns,water bath,,0.0,sulfidation,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,30.0,300.0,30 g/l,10.0,7.0,0.9585,7 vol%,40.0,,576.01 μmol g⁻¹ h⁻¹,576.01,10.1016/j.apsusc.2013.07.009,https://doi.org/10.1016/j.apsusc.2013.07.009,"zno/zns–pds core/shell nanorods: synthesis, characterization and application for photocatalytic hydrogen production from a glycerol/water solution",applied surface science,2013.0,liu et al.,needs_review,catalyst loading calc: 30.0 g/l × 10.0 ml = 300.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,33e861d5f7a277c3,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,6.3578595973804495
761,zno,zns,,51.0,,,,nanorod,,,zno/zns,water bath,,0.0,sulfidation,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,30.0,300.0,30 g/l,10.0,7.0,0.9585,7 vol%,80.0,,2333.7 μmol g⁻¹ h⁻¹,2333.7,10.1016/j.apsusc.2013.07.009,https://doi.org/10.1016/j.apsusc.2013.07.009,"zno/zns–pds core/shell nanorods: synthesis, characterization and application for photocatalytic hydrogen production from a glycerol/water solution",applied surface science,2013.0,liu et al.,needs_review,catalyst loading calc: 30.0 g/l × 10.0 ml = 300.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,4d91132cd14179f1,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,7.755638682191392
760,zno,zns,,51.0,,,,nanorod,,,zno/zns,water bath,,0.0,sulfidation,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,30.0,300.0,30 g/l,10.0,7.0,0.9585,7 vol%,60.0,,1639 μmol g⁻¹ h⁻¹,1639.0,10.1016/j.apsusc.2013.07.009,https://doi.org/10.1016/j.apsusc.2013.07.009,"zno/zns–pds core/shell nanorods: synthesis, characterization and application for photocatalytic hydrogen production from a glycerol/water solution",applied surface science,2013.0,liu et al.,needs_review,catalyst loading calc: 30.0 g/l × 10.0 ml = 300.00 mg; glycerol std: (7.0/100×1261)/92.09 = 0.9585 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,d88c42afeaed6249,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,7.402451520818244
407,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,60.0,60 w,,0,1,0,1,0,0.1,0.5,0.1 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,18 μmol g⁻¹ h⁻¹,18.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 0.1 g/l × 5.0 ml = 0.50 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,0c0d8c8473c937d4,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,2.9444389791664403
406,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,60.0,60 w,,0,1,0,1,0,3.0,15.0,3 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,86 μmol g⁻¹ h⁻¹,86.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 3.0 g/l × 5.0 ml = 15.00 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,8a9233be54e06351,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.465908118654584
405,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,60.0,60 w,,0,1,0,1,0,1.55,7.75,1.55 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,60 μmol g⁻¹ h⁻¹,60.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 1.55 g/l × 5.0 ml = 7.75 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,e298e631cbcaa087,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.110873864173311
404,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,60.0,60 w,,0,1,0,1,0,1.55,7.75,1.55 g/l,5.0,30.0,4.1079,30 vol%,25.0,,77 μmol g⁻¹ h⁻¹,77.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 1.55 g/l × 5.0 ml = 7.75 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,42951bc27c90f140,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.356708826689592
394,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,40.0,40 w,,0,1,0,1,0,0.1,0.5,0.1 g/l,5.0,1.0,0.1369,1 vol%,25.0,,10 μmol g⁻¹ h⁻¹,10.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 0.1 g/l × 5.0 ml = 0.50 mg; glycerol std: (1.0/100×1261)/92.09 = 0.1369 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,a0e7200ff7ecb6f6,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,2.3978952727983707
393,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,1.55,7.75,1.55 g/l,5.0,30.0,4.1079,30 vol%,25.0,,58 μmol g⁻¹ h⁻¹,58.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 1.55 g/l × 5.0 ml = 7.75 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,1a2454a3049173cf,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.07753744390572
392,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,3.0,15.0,3 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,71 μmol g⁻¹ h⁻¹,71.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 3.0 g/l × 5.0 ml = 15.00 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,1e2082350fcf9fc2,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.276666119016055
391,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,0.1,0.5,0.1 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,17 μmol g⁻¹ h⁻¹,17.0,10.1016/j.ijhydene.2018.12.095,https://doi.org/10.1016/j.ijhydene.2018.12.095,la-modified tio2/carbon nanotubes assembly nanocomposite for efficient photocatalytic hydrogen evolution from glycerol-water mixture,international journal of hydrogen energy,2019.0,tahir,needs_review,catalyst loading calc: 0.1 g/l × 5.0 ml = 0.50 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,5f2211344bb9cc61,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,2.8903717578961645
390,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,20.0,20 w,,0,1,0,1,0,1.55,7.75,1.55 g/l,5.0,1.0,0.1369,1 vol%,25.0,,36 μmol g⁻¹ h⁻¹,36.0,10.1016/j.ijhydene.2018.12.095,https://doi.org/10.1016/j.ijhydene.2018.12.095,la-modified tio2/carbon nanotubes assembly nanocomposite for efficient photocatalytic hydrogen evolution from glycerol-water mixture,international journal of hydrogen energy,2019.0,tahir,needs_review,catalyst loading calc: 1.55 g/l × 5.0 ml = 7.75 mg; glycerol std: (1.0/100×1261)/92.09 = 0.1369 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,2d9a89004573785d,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,3.6109179126442243
780,zno,,,100.0,,,,nanorod,,3.27,zno,,,0.0,chemical conversion,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,6.0,60.0,6 g/l,10.0,5.0,0.6847,5 vol%,80.0,,199.12 μmol g⁻¹ h⁻¹,199.12,10.1007/s11051-020-04989-2,https://doi.org/10.1007/s11051-020-04989-2,one-step sol-gel synthesis of pbtio3 nanosheets and photocatalytic enhancement through decoration by platinum,journal of nanoparticle research,2020.0,kadi and m. w. and r. m. mohamed,needs_review,catalyst loading calc: 6.0 g/l × 10.0 ml = 60.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,27b4dc211a2ea058,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,5.298917186620004
779,zno,,,100.0,,,,nanorod,,3.27,zno,,,0.0,chemical conversion,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,6.0,60.0,6 g/l,10.0,5.0,0.6847,5 vol%,60.0,,155.31 μmol g⁻¹ h⁻¹,155.31,10.1007/s11051-020-04989-2,https://doi.org/10.1007/s11051-020-04989-2,one-step sol-gel synthesis of pbtio3 nanosheets and photocatalytic enhancement through decoration by platinum,journal of nanoparticle research,2020.0,kadi and m. w. and r. m. mohamed,needs_review,catalyst loading calc: 6.0 g/l × 10.0 ml = 60.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,9ec27e4a443f5207,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,5.0518412149073795
778,zno,,,100.0,,,,nanorod,,3.27,zno,,,0.0,chemical conversion,,0.0,uv,hg lamp,125.0,125 w,,0,1,0,1,0,6.0,60.0,6 g/l,10.0,5.0,0.6847,5 vol%,40.0,,99.56 μmol g⁻¹ h⁻¹,99.56,10.1007/s11051-020-04989-2,https://doi.org/10.1007/s11051-020-04989-2,one-step sol-gel synthesis of pbtio3 nanosheets and photocatalytic enhancement through decoration by platinum,journal of nanoparticle research,2020.0,kadi and m. w. and r. m. mohamed,needs_review,catalyst loading calc: 6.0 g/l × 10.0 ml = 60.00 mg; glycerol std: (5.0/100×1261)/92.09 = 0.6847 m; co_catalyst set to 'none': bare semiconductor; doi resolved via crossref api,high,medium,high,high,low,low,high,0.5,e14b961cab0e4b34,3.37,4.35,8.5,3.0,5.61,0.0,0.0,0.0,0.0,0.0,4.610754564281992
777,zno-zns,graphene,,99.95,,,,nanocomposite,,,zno-zns/graphene,solution,,0.0,dispersion,,0.0,uv,hg lamp,300.0,300 w,,0,1,0,1,0,0.5,50.0,0.5 g/l,100.0,50.0,6.8466,50 vol%,30.0,,1070 μmol g⁻¹ h⁻¹,1070.0,10.1016/j.ijhydene.2018.05.035,https://doi.org/10.1016/j.ijhydene.2018.05.035,facile synthesis of noble-metal free polygonal zn2tio4 nanostructures for highly efficient photocatalytic hydrogen evolution under solar light irradiation,international journal of hydrogen energy,2018.0,manchala et al.,needs_review,catalyst loading calc: 0.5 g/l × 100.0 ml = 50.00 mg; glycerol std: (50.0/100×1261)/92.09 = 6.8466 m; co_catalyst unknown - original data did not specify; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,18f73b2b6a23eec5,3.0,4.2,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.976348070447749
776,zno-zns,,,100.0,,,,nanocomposite,,,zno-zns,solution,,0.0,dispersion,,0.0,uv,hg lamp,300.0,300 w,,0,1,0,1,0,0.5,50.0,0.5 g/l,100.0,50.0,6.8466,50 vol%,30.0,,293.6 μmol g⁻¹ h⁻¹,293.6,10.1016/j.ijhydene.2018.05.035,https://doi.org/10.1016/j.ijhydene.2018.05.035,facile synthesis of noble-metal free polygonal zn2tio4 nanostructures for highly efficient photocatalytic hydrogen evolution under solar light irradiation,international journal of hydrogen energy,2018.0,manchala et al.,needs_review,catalyst loading calc: 0.5 g/l × 100.0 ml = 50.00 mg; glycerol std: (50.0/100×1261)/92.09 = 6.8466 m; co_catalyst unknown - original data did not specify; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,8066ddcea93a7d18,3.0,4.2,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.68561850402853
775,zno-zns,,,100.0,,,,nanocomposite,,,zno-zns,solution,,0.0,dispersion,,0.0,uv,hg lamp,300.0,300 w,,0,1,0,1,0,0.5,50.0,0.5 g/l,100.0,40.0,5.4773,40 vol%,30.0,,689.7 μmol g⁻¹ h⁻¹,689.7,10.1016/j.ijhydene.2018.05.035,https://doi.org/10.1016/j.ijhydene.2018.05.035,facile synthesis of noble-metal free polygonal zn2tio4 nanostructures for highly efficient photocatalytic hydrogen evolution under solar light irradiation,international journal of hydrogen energy,2018.0,manchala et al.,needs_review,catalyst loading calc: 0.5 g/l × 100.0 ml = 50.00 mg; glycerol std: (40.0/100×1261)/92.09 = 5.4773 m; co_catalyst unknown - original data did not specify; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,e67ed7767072258d,3.0,4.2,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.537705576094927
774,zno-zns,,,100.0,,,,nanocomposite,,,zno-zns,solution,,0.0,dispersion,,0.0,uv,hg lamp,300.0,300 w,,0,1,0,1,0,0.5,50.0,0.5 g/l,100.0,30.0,4.1079,30 vol%,30.0,,587.6 μmol g⁻¹ h⁻¹,587.6,10.1016/j.ijhydene.2018.05.035,https://doi.org/10.1016/j.ijhydene.2018.05.035,facile synthesis of noble-metal free polygonal zn2tio4 nanostructures for highly efficient photocatalytic hydrogen evolution under solar light irradiation,international journal of hydrogen energy,2018.0,manchala et al.,needs_review,catalyst loading calc: 0.5 g/l × 100.0 ml = 50.00 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; co_catalyst unknown - original data did not specify; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,e4b69f84b993f2cf,3.0,4.2,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.377746835799372
400,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,40.0,40 w,,0,1,0,1,0,1.55,7.75,1.55 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,62 μmol g⁻¹ h⁻¹,62.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 1.55 g/l × 5.0 ml = 7.75 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,879e4fa741345bd2,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.143134726391533
399,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,40.0,40 w,,0,1,0,1,0,1.55,7.75,1.55 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,66 μmol g⁻¹ h⁻¹,66.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 1.55 g/l × 5.0 ml = 7.75 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,76cb50f2147a0f33,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.204692619390966
398,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,40.0,40 w,,0,1,0,1,0,1.55,7.75,1.55 g/l,5.0,15.5,2.1224,15.5 vol%,25.0,,55 μmol g⁻¹ h⁻¹,55.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 1.55 g/l × 5.0 ml = 7.75 mg; glycerol std: (15.5/100×1261)/92.09 = 2.1224 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,d17ca5e46782bfe8,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.02535169073515
397,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,40.0,40 w,,0,1,0,1,0,3.0,15.0,3 g/l,5.0,30.0,4.1079,30 vol%,25.0,,78 μmol g⁻¹ h⁻¹,78.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 3.0 g/l × 5.0 ml = 15.00 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,2987070a4b70f594,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,4.3694478524670215
396,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,40.0,40 w,,0,1,0,1,0,0.1,0.5,0.1 g/l,5.0,30.0,4.1079,30 vol%,25.0,,18 μmol g⁻¹ h⁻¹,18.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 0.1 g/l × 5.0 ml = 0.50 mg; glycerol std: (30.0/100×1261)/92.09 = 4.1079 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,3fd5e7f867388dd8,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,2.9444389791664403
395,tio2,,,100.0,,pt,1.0,nanoparticle,anatase-rutile,,1wt%pt/tio2,,,0.0,photodeposition,,0.0,uv,hg lamp,40.0,40 w,,0,1,0,1,0,3.0,15.0,3 g/l,5.0,1.0,0.1369,1 vol%,25.0,,52 μmol g⁻¹ h⁻¹,52.0,10.1002/aic.16724,https://doi.org/10.1002/aic.16724,an intrinsic kinetic model for liquid‐phase photocatalytic hydrogen production,international journal of hydrogen energy,2019.0,estahbanati et al.,needs_review,catalyst loading calc: 3.0 g/l × 5.0 ml = 15.00 mg; glycerol std: (1.0/100×1261)/92.09 = 0.1369 m; doi resolved via crossref api,high,medium,high,high,low,low,low,0.5,3f44457fdb383ca7,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,3.970291913552122
426,tio2,,,100.0,,pt,0.5,nanoparticle,anatase-rutile,,0.5wt%pt/tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,75.0,75 w,420.0,1,0,0,0,1,0.09,1.44,0.09 g/l,16.0,3.7,0.5066,3.7 vol%,25.0,,141000 μmol g⁻¹ h⁻¹,141000.0,10.1002/ep.12998,https://doi.org/10.1002/ep.12998,the influence of process parameters on photocatalytic hydrogen production,sustainable energy,2018.0,bednarczyk and m. stelmachowski and m. gmurek,needs_review,"catalyst loading calc: 0.09 g/l × 16.0 ml = 1.44 mg; glycerol std: (3.7/100×1261)/92.09 = 0.5066 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,f653aec441c5c823,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,11.856522261533737
425,tio2,,,100.0,,pt,0.5,nanoparticle,anatase-rutile,,0.5wt%pt/tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,75.0,75 w,420.0,1,0,0,0,1,0.19,3.04,0.19 g/l,16.0,3.7,0.5066,3.7 vol%,25.0,,126430 μmol g⁻¹ h⁻¹,126430.0,10.1002/ep.12998,https://doi.org/10.1002/ep.12998,the influence of process parameters on photocatalytic hydrogen production,sustainable energy,2018.0,bednarczyk and m. stelmachowski and m. gmurek,needs_review,"catalyst loading calc: 0.19 g/l × 16.0 ml = 3.04 mg; glycerol std: (3.7/100×1261)/92.09 = 0.5066 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,e5cae8aeabb0c9a0,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,11.74745198378981
424,tio2,,,100.0,,pt,0.5,nanoparticle,anatase-rutile,,0.5wt%pt/tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,75.0,75 w,420.0,1,0,0,0,1,0.31,4.96,0.31 g/l,16.0,3.7,0.5066,3.7 vol%,25.0,,104180 μmol g⁻¹ h⁻¹,104180.0,10.1002/ep.12998,https://doi.org/10.1002/ep.12998,the influence of process parameters on photocatalytic hydrogen production,sustainable energy,2018.0,bednarczyk and m. stelmachowski and m. gmurek,needs_review,"catalyst loading calc: 0.31 g/l × 16.0 ml = 4.96 mg; glycerol std: (3.7/100×1261)/92.09 = 0.5066 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,e01bd03584c00bd6,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,11.553885050024473
423,tio2,,,100.0,,pt,0.5,nanoparticle,anatase-rutile,,0.5wt%pt/tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,75.0,75 w,420.0,1,0,0,0,1,0.94,15.04,0.94 g/l,16.0,3.7,0.5066,3.7 vol%,25.0,,44492 μmol g⁻¹ h⁻¹,44492.0,10.1002/ep.12998,https://doi.org/10.1002/ep.12998,the influence of process parameters on photocatalytic hydrogen production,sustainable energy,2018.0,bednarczyk and m. stelmachowski and m. gmurek,needs_review,"catalyst loading calc: 0.94 g/l × 16.0 ml = 15.04 mg; glycerol std: (3.7/100×1261)/92.09 = 0.5066 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,27cc83d088f73717,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.703087152410072
422,tio2,,,100.0,,pt,0.5,nanoparticle,anatase-rutile,,0.5wt%pt/tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,75.0,75 w,420.0,1,0,0,0,1,1.88,30.08,1.88 g/l,16.0,3.7,0.5066,3.7 vol%,25.0,,34110 μmol g⁻¹ h⁻¹,34110.0,10.1002/ep.12998,https://doi.org/10.1002/ep.12998,the influence of process parameters on photocatalytic hydrogen production,sustainable energy,2018.0,bednarczyk and m. stelmachowski and m. gmurek,needs_review,"catalyst loading calc: 1.88 g/l × 16.0 ml = 30.08 mg; glycerol std: (3.7/100×1261)/92.09 = 0.5066 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,7c11cf430df20fa2,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,10.43737519189882
421,tio2,,,100.0,,pt,0.5,nanoparticle,anatase-rutile,,0.5wt%pt/tio2,,,0.0,photodeposition,,0.0,visible,xe lamp,75.0,75 w,420.0,1,0,0,0,1,8.75,140.0,8.75 g/l,16.0,3.7,0.5066,3.7 vol%,25.0,,7044.5 μmol g⁻¹ h⁻¹,7044.5,10.1002/ep.12998,https://doi.org/10.1002/ep.12998,the influence of process parameters on photocatalytic hydrogen production,sustainable energy,2018.0,bednarczyk and m. stelmachowski and m. gmurek,needs_review,"catalyst loading calc: 8.75 g/l × 16.0 ml = 140.00 mg; glycerol std: (3.7/100×1261)/92.09 = 0.5066 m; wavelength_cutoff_nm=420nm inferred (xe lamp, visible cutoff); doi resolved via crossref api",high,medium,high,high,medium,low,low,0.5,c146b050b94c0656,3.2,4.21,86.0,1.0,3.89,5.65,-2.25,139.0,2.28,5.0,8.86014439413516
